Batch ID,Time,Acid flow rate,Acid volume pumped,Air flow,Base flow rate,Base volume pumped,Bioreactor pressure reading,CER - unnormalized,"CER - unnormalized, integrated",DO,Feed#1 flow rate,Feed#1 volume pumped,Inlet O2%,O2 flow,Off-gas CO2%,Off-gas O2%,OUR - unnormalized,"OUR - unnormalized, integrated",pH,RQ,Stir speed,Temperature,Volume,Reflectance
Bioreactor 1,0.466666667,NaN,NaN,100.0633298,0,1.516624568,1.586750728,0.013552721,3.23E-06,89.6330928,0,NaN,20.95,0,0.005,20.63660167,0.143177895,8.74E-05,6.593397728,0.094669444,1002.193029,30.01000023,101.4230121,
Bioreactor 1,0.5,NaN,NaN,100.0697814,0,1.516624568,1.61065918,0.01084443,3.63E-06,89.41423599,0,NaN,20.95,0,0.004,20.63102369,0.163056462,9.24E-05,6.59202459,0.066568037,999.6585202,30.01000023,101.4210372,
Bioreactor 1,0.533333333,NaN,NaN,100.1746944,0,1.516624568,1.595588919,0.013557028,4.05E-06,89.55068541,0,NaN,20.95,0,0.005,20.63961076,0.132902214,9.74E-05,6.595473455,0.102066418,1000.084133,30.01000023,101.4190744,
Bioreactor 1,0.566666667,NaN,NaN,99.94300038,0,1.516624568,1.666367764,0.013554465,4.50E-06,89.53267084,0,NaN,20.95,0,0.005,20.63473723,0.149589922,0.000102146,6.598421155,0.090619809,998.3157363,30,101.4170909,
Bioreactor 1,0.6,NaN,NaN,99.93349625,0,1.516624568,1.522865526,0.013554351,4.95E-06,89.3541039,0,NaN,20.95,0,0.005,20.63166186,0.160135241,0.000107094,6.598795768,0.084705452,1000.779574,30,101.4151179,
Bioreactor 1,0.633333333,NaN,NaN,100.0166161,0,1.516624568,1.582982878,0.013553935,5.40E-06,89.48223144,0,NaN,20.95,0,0.005,20.63234365,0.157792342,0.000112456,6.596282463,0.085921069,999.8282308,30,101.4131572,
Bioreactor 1,0.666666667,NaN,NaN,99.97892758,0,1.516624568,1.522944762,0.013556115,5.86E-06,89.2966136,0,NaN,20.95,0,0.005,20.63212955,0.158552053,0.000117688,6.594740656,0.085504042,1001.740702,30,101.4111932,
Bioreactor 1,0.7,NaN,NaN,99.99361454,0,1.516624568,1.622999162,0.013553641,6.31E-06,89.2358375,0,NaN,20.95,0,0.005,20.64947794,NaN,0.000121454,6.600391405,NaN,1000.652243,30,101.4092003,
Bioreactor 1,0.733333333,NaN,NaN,100.1704116,0,1.516624568,1.569181878,0.013554147,6.79E-06,89.2358375,0,NaN,20.95,0,0.005,20.64756016,0.105613218,0.000125121,6.594000008,0.128664339,999.8111906,30,101.407178,
Bioreactor 1,0.766666667,NaN,NaN,99.91173824,0,1.516624568,1.567900709,0.016266869,7.30E-06,88.99166957,0,NaN,20.95,0,0.006,20.63598301,0.144612906,0.000129483,6.594050042,0.112486608,1003.899925,30,101.4051796,
Bioreactor 1,0.8,NaN,NaN,99.95759094,0,1.516624568,1.507354889,0.016263266,7.84E-06,88.99030599,0,NaN,20.95,0,0.006,20.63088284,0.162068835,0.000134672,6.59094137,0.100366892,998.1176904,30,101.4034042,
Bioreactor 1,0.833333333,NaN,NaN,100.026435,0,1.516624568,1.479194362,0.01626526,8.37E-06,88.98421296,0,NaN,20.95,0,0.006,20.63292484,0.155086057,0.000140019,6.587447768,0.104882413,1002,30,101.4014405,
Bioreactor 1,0.866666667,NaN,NaN,100.0019509,0,1.516624568,1.594202473,0.016256,8.91E-06,88.68544326,0,NaN,20.95,0,0.006,20.62599945,0.178733601,0.000145576,6.59395945,0.090951002,998,30,101.3994801,
Bioreactor 1,0.9,NaN,NaN,100.0753929,0,1.516624568,1.528366808,0.016259481,9.46E-06,88.61197471,0,NaN,20.95,0,0.006,20.6303557,0.163838157,0.000151373,6.596930992,0.09926727,1001.287203,30,101.3975321,
Bioreactor 1,0.933333333,NaN,NaN,99.94345203,0,1.516624568,1.579532608,0.016260734,1.00E-05,88.48435688,0,NaN,20.95,0,0.006,20.63035457,0.163854995,0.0001572,6.597569528,0.099302565,1002.492918,30,101.3955838,
Bioreactor 1,0.966666667,NaN,NaN,100.0315868,0,1.516624568,1.655263086,0.016252493,1.05E-05,88.3994217,0,NaN,20.95,0,0.006,20.62405203,0.185367587,0.000163031,6.591737069,0.087773341,999.0524091,30,101.3936349,
Bioreactor 1,1,NaN,NaN,100.0216873,0,1.516624568,1.453480909,0.016259157,1.11E-05,88.29198174,0,NaN,20.95,0,0.006,20.62329495,0.188039402,0.000169257,6.590953652,0.086472794,999.7046381,30,101.3917003,
Bioreactor 1,1.033333333,NaN,NaN,99.95890914,0,1.516624568,1.509341972,0.016261125,1.16E-05,88.04453205,0,NaN,20.95,0,0.006,20.62234452,0.191320748,0.000175596,6.589275359,0.085000267,1000.930208,30,101.3897679,
Bioreactor 1,1.066666667,NaN,NaN,99.99329164,0,1.516624568,1.500294943,0.017296553,1.22E-05,87.96711828,0,NaN,20.95,0,0.006383944,20.62076831,0.19639018,0.000181819,6.591464232,0.088230384,999.7678882,30,101.3878321,
Bioreactor 1,1.1,NaN,NaN,99.84987689,0,1.516624568,1.53995556,0.017799798,1.28E-05,87.70821787,0,NaN,20.95,0,0.006568256,20.62513644,0.181325634,0.000188378,6.592000153,0.098358535,998.8634884,30,101.3859066,
Bioreactor 1,1.133333333,NaN,NaN,100.0389613,0,1.516624568,1.589090755,0.017537723,1.34E-05,87.6528112,0,NaN,20.95,0,0.006471077,20.62247056,0.190549892,0.000194839,6.591471268,0.092125905,999.1156929,30,101.3839762,
Bioreactor 1,1.166666667,NaN,NaN,99.97642421,0,1.516624568,1.534065377,0.01897166,1.40E-05,87.56868007,0,NaN,20.95,0,0.007,20.61552341,0.213991673,0.000201475,6.595009118,0.088798158,998.9816323,30.00504603,101.3820503,
Bioreactor 1,1.2,NaN,NaN,100.0413203,0,1.516624568,1.492516159,0.018969342,1.47E-05,87.45082062,0,NaN,20.95,0,0.007,20.62876843,0.168561093,0.000208294,6.590325816,0.112722735,1000.232255,30.01000023,101.3801325,
Bioreactor 1,1.233333333,NaN,NaN,100.0345308,0,1.516624568,1.490409119,0.018974354,1.53E-05,87.23399011,0,NaN,20.95,0,0.007,20.63220189,0.156832039,0.000213621,6.590601079,0.121040103,999.6010154,30.01000023,101.3781679,
Bioreactor 1,1.266666667,NaN,NaN,99.97780401,0,1.516624568,1.626501049,0.018970219,1.59E-05,87.03459542,0,NaN,20.95,0,0.007,20.62427745,0.18396472,0.000219306,6.592472033,0.103151445,1001.277739,30,101.3762088,
Bioreactor 1,1.3,NaN,NaN,99.85597156,0,1.516624568,1.584529877,0.01896749,1.65E-05,86.88443342,0,NaN,20.95,0,0.007,20.62273696,0.189218682,0.000225471,6.587843421,0.100351918,1000.052236,30.01000023,101.374266,
Bioreactor 1,1.333333333,NaN,NaN,99.99440321,0,1.516624568,1.553913989,0.018963421,1.72E-05,86.76257938,0,NaN,20.95,0,0.007,20.61553923,0.213844926,0.000232148,6.594382127,0.088696571,998.3481038,30.01000023,101.3723386,
Bioreactor 1,1.366666667,NaN,NaN,100.0263171,0,1.516624568,1.564995173,0.021059749,1.79E-05,86.36786093,0,NaN,20.95,0,0.007771292,20.61639908,0.21041209,0.000239408,6.593771316,0.100568649,997.9148331,30.01000023,101.3704316,
Bioreactor 1,1.4,NaN,NaN,99.94958144,0,1.516624568,1.656263042,0.021683086,1.86E-05,86.38014647,0,NaN,20.95,0,0.008,20.61403535,0.218387465,0.000246786,6.594000008,0.099378067,999.6141675,30.01000023,101.3685274,
Bioreactor 1,1.433333333,NaN,NaN,100.0323031,0,1.516624568,1.485389074,0.021675894,1.93E-05,86.1639066,0,NaN,20.95,0,0.008,20.60941594,0.234148408,0.000254363,6.587555606,0.092595323,997.5555417,30.00861134,101.3666251,
Bioreactor 1,1.466666667,NaN,NaN,99.96112671,0,1.516624568,1.591529363,0.021680957,2.00E-05,85.96837684,0,NaN,20.95,0,0.008,20.60719426,0.241820029,0.000262277,6.594902935,0.089663884,998.9029931,30,101.364736,
Bioreactor 1,1.5,NaN,NaN,100.0022039,0,1.516624568,1.560887329,0.021678655,2.07E-05,85.72280266,0,NaN,20.95,0,0.008,20.6081443,0.238537504,0.000270135,6.589144395,0.090889581,1000.048163,30,101.3628453,
Bioreactor 1,1.533333333,NaN,NaN,100.013604,0,1.516624568,1.462191042,0.021684894,2.14E-05,85.64083998,0,NaN,20.95,0,0.008,20.61396559,0.218645095,0.000277887,6.587013062,0.099184508,1002,30,101.360952,
Bioreactor 1,1.566666667,NaN,NaN,99.99412795,0,1.516624568,1.601855253,0.021684768,2.22E-05,85.40810576,0,NaN,20.95,0,0.008,20.60796307,0.239226227,0.000285765,6.592036898,0.090646092,997.1102444,30,101.3592484,
Bioreactor 1,1.6,NaN,NaN,99.93792921,0,1.516624568,1.65432907,0.024390192,2.29E-05,85.17583367,0,NaN,20.95,0,0.009,20.60525568,0.247738838,0.00029386,6.590682815,0.098464913,1001,30,101.3573638,
Bioreactor 1,1.633333333,NaN,NaN,100.0193416,0,1.516624568,1.449111569,0.024392975,2.37E-05,85.17583367,0,NaN,20.95,0,0.009,20.60731464,0.240707637,0.000302113,6.590177887,0.101396361,1001.411166,30,101.3554787,
Bioreactor 1,1.666666667,NaN,NaN,99.95612417,0,1.516624568,1.529754586,0.024389813,2.45E-05,85.08370414,0,NaN,20.95,0,0.009,20.60622887,0.244398792,0.000310567,6.591000225,0.099842448,998.8071169,30,101.3536003,
Bioreactor 1,1.7,NaN,NaN,100.1086639,0,1.516624568,1.451763436,0.024393438,2.53E-05,84.92614554,0,NaN,20.95,0,0.009,20.60929082,0.233936167,0.000318776,6.588709753,0.10430931,999,30,101.35172,
Bioreactor 1,1.733333333,NaN,NaN,99.97229933,0,1.516624568,1.5407882,0.02440155,2.62E-05,84.70410155,0,NaN,20.95,0,0.009,20.61800003,0.204143276,0.000325985,6.589183229,0.119531488,998.704198,29.98999977,101.3498067,
Bioreactor 1,1.766666667,NaN,NaN,100.0680249,0,1.516624568,1.442268347,0.02439028,2.70E-05,84.49877563,0,NaN,20.95,0,0.009,20.61763373,0.205304314,0.00033287,6.590682858,0.118917173,1000.682924,29.98999977,101.3478798,
Bioreactor 1,1.8,NaN,NaN,100.0015467,0,1.516624568,1.616655458,0.026031187,2.78E-05,84.26845697,0,NaN,20.95,0,0.009606798,20.61103444,0.227460928,0.000340048,6.593854214,0.11482751,1001.606798,30,101.3459579,
Bioreactor 1,1.833333333,NaN,NaN,100.0265136,0,1.516624568,1.598758294,0.027101914,2.87E-05,84.21120439,0,NaN,20.95,0,0.01,20.61228204,0.22294632,0.000347547,6.592281523,0.121674154,1000.281595,30,101.3440501,
Bioreactor 1,1.866666667,NaN,NaN,100.0564603,0,1.516624568,1.452990948,0.027106682,2.96E-05,84.10236359,0,NaN,20.95,0,0.01,20.60793762,0.237883532,0.000354996,6.592406799,0.113973181,997.406676,30,101.3421376,
Bioreactor 1,1.9,NaN,NaN,99.97701427,0,1.516624568,1.553994106,0.02710018,3.05E-05,83.87639657,0,NaN,20.95,0,0.01,20.60700035,0.241039255,0.000362877,6.591047467,0.112430568,1000.464392,30,101.3402383,
Bioreactor 1,1.933333333,NaN,NaN,100.0497968,0,1.516624568,1.540198671,0.027101,3.14E-05,83.61425111,0,NaN,20.95,0,0.01,20.60888137,0.234597661,0.000370918,6.587915795,0.115545556,997.8812094,30,101.3383456,
Bioreactor 1,1.966666667,NaN,NaN,100.0285377,0,1.516624568,1.471009089,0.027103466,3.23E-05,83.55607055,0,NaN,20.95,0,0.01,20.60378692,0.252086261,0.000379052,6.590404156,0.107559456,999.3833113,30,101.3364544,
Bioreactor 1,2,NaN,NaN,100.0342163,0,1.516624568,1.61617289,0.027100148,3.32E-05,83.4429611,0,NaN,20.95,0,0.01,20.60400009,0.251324544,0.000387663,6.587652173,0.107829294,1001.347818,30.01000023,101.3345767,
Bioreactor 1,2.033333333,NaN,NaN,100.0867334,0,1.516624568,1.555845711,0.027951112,3.42E-05,83.01837757,0,NaN,20.95,0,0.010316191,20.6003678,0.263494693,0.000396073,6.589367485,0.10603975,1002,30,101.3326968,
Bioreactor 1,2.066666667,NaN,NaN,99.99423542,0,1.516624568,1.547315913,0.029806939,3.52E-05,82.92982408,0,NaN,20.95,0,0.011,20.6079998,0.236868787,0.000404647,6.591620883,0.125837346,998,30,101.3308202,
Bioreactor 1,2.1,NaN,NaN,99.97358708,0,1.516624568,1.503734544,0.029809762,3.62E-05,82.65461368,0,NaN,20.95,0,0.011,20.60475826,0.248003837,0.000412925,6.589034216,0.12020297,1002.792907,30,101.3289324,
Bioreactor 1,2.133333333,NaN,NaN,99.97273652,0,1.516624568,1.592494113,0.029810471,3.72E-05,82.57858216,0,NaN,20.95,0,0.011,20.60101968,0.260826319,0.00042133,6.590628486,0.114367128,1001.216187,29.97803997,101.3270466,
Bioreactor 1,2.166666667,NaN,NaN,100.0488304,0,1.516624568,1.521357938,0.029810557,3.82E-05,82.47517147,0,NaN,20.95,0,0.011,20.59980856,0.264978882,0.000429841,6.589702004,0.112644002,1001.553242,29.98148877,101.3251643,
Bioreactor 1,2.2,NaN,NaN,99.91695641,0,1.516624568,1.419743414,0.032526687,3.92E-05,82.09537599,0,NaN,20.95,0,0.012,20.59957563,0.265109112,0.000438938,6.585318747,0.122721598,1001.787609,30,101.3233002,
Bioreactor 1,2.233333333,NaN,NaN,100.1208725,0,1.516624568,1.543609623,0.032522017,4.03E-05,81.99646284,0,NaN,20.95,0,0.012,20.59612952,0.276885884,0.000448057,6.585257997,0.117460822,1000.064458,30,101.3214339,
Bioreactor 1,2.266666667,NaN,NaN,99.99029305,0,1.516624568,1.629604773,0.032513476,4.13E-05,81.6970681,0,NaN,20.95,0,0.012,20.59598627,0.27730417,0.000457234,6.589971054,0.117248672,1000.985616,30.01000023,101.3195671,
Bioreactor 1,2.3,NaN,NaN,100.0199517,0,1.516624568,1.581333353,0.032515106,4.24E-05,81.41135871,0,NaN,20.95,0,0.012,20.60093234,0.260364433,0.000466333,6.590887747,0.124887179,1000.067485,30.01000023,101.3178927,
Bioreactor 1,2.333333333,NaN,NaN,100.0672672,0,1.516624568,1.580189158,0.032514895,4.35E-05,81.26053719,0,NaN,20.95,0,0.012,20.60192905,0.256946343,0.00047509,6.585000183,0.126544966,1001.07027,30.01000023,101.3160156,
Bioreactor 1,2.366666667,NaN,NaN,99.98287902,0,1.516624568,1.574355141,0.035230568,4.46E-05,81.10701114,0,NaN,20.95,0,0.013,20.60099983,0.259458227,0.000483512,6.583767438,0.135785124,1002.342066,30.01000023,101.3141265,
Bioreactor 1,2.4,NaN,NaN,100.0819935,0,1.516624568,1.586385358,0.035224455,4.58E-05,80.71264708,0,NaN,20.95,0,0.013,20.60300064,0.252555095,0.000491961,6.586150711,0.139472358,998.1506112,30.00849408,101.3122389,
Bioreactor 1,2.433333333,NaN,NaN,100.0265496,0,1.516624568,1.505226489,0.03523158,4.69E-05,80.57664964,0,NaN,20.95,0,0.013,20.60199928,0.2560392,0.000500441,6.584023594,0.137602287,998.1953134,29.99195295,101.310348,
Bioreactor 1,2.466666667,NaN,NaN,100.0350503,0,1.516624568,1.454531241,0.035235851,4.81E-05,80.44124785,0,NaN,20.95,0,0.013,20.59700012,0.273211259,0.000509254,6.585265673,0.128969249,998.5104172,30,101.3084637,
Bioreactor 1,2.5,NaN,NaN,99.94778505,0,1.516624568,1.637979436,0.037952158,4.93E-05,79.98692865,0,NaN,20.95,0,0.014,20.59657276,0.274000421,0.000518284,6.582717231,0.138529163,1000.858611,29.98999977,101.3065908,
Bioreactor 1,2.533333333,NaN,NaN,99.97460412,0,1.516624568,1.5351955,0.037931506,5.05E-05,79.78521242,0,NaN,20.95,0,0.014,20.59300041,0.286095457,0.000527499,6.587034599,0.13258339,998.3275468,30,101.3047195,
Bioreactor 1,2.566666667,NaN,NaN,99.94926313,0,1.516624568,1.526231461,0.037943355,5.18E-05,79.31617173,0,NaN,20.95,0,0.014,20.60173436,0.256240394,0.000536512,6.586531444,0.14810202,997.6328868,30,101.3028464,
Bioreactor 1,2.6,NaN,NaN,99.72960983,0,1.516624568,1.59916964,0.037944411,5.31E-05,78.84184457,0,NaN,20.95,0,0.014,20.59739048,0.271139901,0.000545469,6.57939012,0.140028857,1000.195099,30,101.3009669,
Bioreactor 1,2.633333333,NaN,NaN,100.0180741,0,1.516624568,1.642135991,0.03793514,5.43E-05,78.4733752,0,NaN,20.95,0,0.014,20.59663851,0.273652006,0.000554606,6.584185435,0.138673705,999.5463523,30.01000023,101.2990916,
Bioreactor 1,2.666666667,NaN,NaN,99.95375839,0,1.516624568,1.489447359,0.040646222,5.57E-05,78.27083609,0,NaN,20.95,0,0.015,20.59601091,0.275095418,0.000563782,6.585022313,0.147776272,1001.483225,30.01000023,101.2972175,
Bioreactor 1,2.7,NaN,NaN,100.0143976,0,1.516624568,1.564475693,0.04064871,5.70E-05,77.84017375,0,NaN,20.95,0,0.015,20.5970734,0.271469618,0.000572792,6.586536732,0.149759429,1000.219964,30,101.2953379,
Bioreactor 1,2.733333333,NaN,NaN,100.0708729,0,1.516624568,1.624461609,0.040645617,5.84E-05,77.67248485,0,NaN,20.95,0,0.015,20.59140965,0.29086334,0.000582108,6.584769198,0.139745936,1000.179462,30,101.2934617,
Bioreactor 1,2.766666667,NaN,NaN,99.97132105,0,1.516624568,1.507427928,0.043358437,5.98E-05,77.11853779,0,NaN,20.95,0,0.016000001,20.59273346,0.285627793,0.000591428,6.583265722,0.15182086,999.2658897,30,101.2915871,
Bioreactor 1,2.8,NaN,NaN,100.0465397,0,1.516624568,1.686606454,0.043360212,6.13E-05,76.89906005,0,NaN,20.95,0,0.016000001,20.59269293,0.285778519,0.000600853,6.576346341,0.151802198,1002.692969,30,101.2897157,
Bioreactor 1,2.833333333,NaN,NaN,100.0166068,0,1.516624568,1.400636966,0.04336521,6.27E-05,76.48019908,0,NaN,20.95,0,0.016000001,20.59388662,0.281718586,0.000610571,6.584932399,0.153974195,999.8861349,30,101.2878558,
Bioreactor 1,2.866666667,NaN,NaN,100.0100902,0,1.516624568,1.584206514,0.046083475,6.42E-05,76.24781483,0,NaN,20.95,0,0.017000001,20.6025184,0.251448794,0.000619034,6.579778451,0.183298417,1000.740545,30.00259461,101.2859558,
Bioreactor 1,2.9,NaN,NaN,99.95018248,0,1.516624568,1.502676555,0.046060452,6.57E-05,75.86455868,0,NaN,20.95,0,0.017000001,20.59412785,0.280081407,0.000627647,6.582999851,0.164564923,999.4510508,30,101.2840523,
Bioreactor 1,2.933333333,NaN,NaN,99.98048859,0,1.516624568,1.566942106,0.048315185,6.73E-05,75.51443045,0,NaN,20.95,0,0.017834798,20.59133014,0.28902903,0.000636874,6.579174041,0.1671465,1002.008789,30.00834817,101.2821659,
Bioreactor 1,2.966666667,NaN,NaN,99.87127619,0,1.516624568,1.471953807,0.048765555,6.89E-05,75.21033461,0,NaN,20.95,0,0.017999999,20.59212595,0.286199757,0.000646397,6.578126931,0.170392658,998.506908,30,101.280292,
Bioreactor 1,3,NaN,NaN,100.0216557,0,1.516624568,1.551406137,0.048773228,7.05E-05,74.96459325,0,NaN,20.95,0,0.017999999,20.59277597,0.284016724,0.000655958,6.577925374,0.171741725,1002.700763,30,101.278415,
Bioreactor 1,3.033333333,NaN,NaN,100.0132866,0,1.516624568,1.628395773,0.049433104,7.22E-05,74.63579766,0,NaN,20.95,0,0.017999999,20.58697001,0.29503701,0.000665823,6.576059687,0.167527105,998.089693,30,100.0364003,
Bioreactor 1,3.066666667,NaN,NaN,99.92527676,0,1.516624568,1.402856494,0.050366003,7.38E-05,74.50477419,0,NaN,20.95,0,0.017999999,20.58800257,0.297161049,0.00067571,6.578009873,0.169462108,999.0225406,30,100.0345024,
Bioreactor 1,3.1,NaN,NaN,99.94845867,0,1.516624568,1.625554344,0.051298902,7.55E-05,74.3059321,0,NaN,20.95,0,0.018999999,20.58318362,0.299285089,0.000685598,6.578244764,0.171397112,1000.061142,30.00061143,100.032389,
Bioreactor 1,3.133333333,NaN,NaN,99.67059445,0,1.516624568,1.449702239,0.051482002,7.72E-05,74.30876644,0,NaN,20.95,0,0.018999999,20.58821008,0.298944352,0.000695499,6.581473296,0.172221369,998.3159693,30,100.0311304,
Bioreactor 1,3.166666667,NaN,NaN,100.088717,0,1.516624568,1.445784892,0.051474017,7.89E-05,74.09434807,0,NaN,20.95,0,0.018999999,20.58514586,0.309399462,0.000705429,6.576560103,0.166370084,997.8534206,30,100.0292611,
Bioreactor 1,3.2,NaN,NaN,99.98099551,0,1.516624568,1.605997177,0.05366576,8.07E-05,73.72451464,0,NaN,20.95,0,0.019812678,20.5890007,0.295550625,0.000715508,6.575374571,0.181582726,1001.438035,30,100.027401,
Bioreactor 1,3.233333333,NaN,NaN,99.98252922,0,1.516624568,1.632526213,0.054187291,8.25E-05,73.65612337,0,NaN,20.95,0,0.02,20.59147254,0.287020823,0.000725435,6.574581631,0.188811896,1001.527253,29.99763621,100.0255302,
Bioreactor 1,3.266666667,NaN,NaN,100.0203837,0,1.516624568,1.469973544,0.054178341,8.43E-05,73.39495524,0,NaN,20.95,0,0.02,20.58770704,0.299877157,0.000735633,6.575754845,0.180673277,997.5849353,29.98999977,100.0236646,
Bioreactor 1,3.3,NaN,NaN,99.96206739,0,1.516624568,1.604327378,0.054189504,8.61E-05,73.28533925,0,NaN,20.95,0,0.02,20.58466423,0.310368118,0.000745789,6.571002155,0.17467212,999.3340762,29.98999977,100.021799,
Bioreactor 1,3.333333333,NaN,NaN,99.94744421,0,1.516624568,1.455389222,0.054198434,8.79E-05,73.09498227,0,NaN,20.95,0,0.02,20.58758117,0.300419684,0.000756089,6.571024003,0.180499669,1000.18563,29.98999977,100.0199378,
Bioreactor 1,3.366666667,NaN,NaN,99.92077702,0,1.516624568,1.585075676,0.055723451,8.97E-05,72.81038704,0,NaN,20.95,0,0.020564747,20.58712932,0.301533319,0.00076641,6.571129522,0.184883676,999,29.98999977,100.0180773,
Bioreactor 1,3.4,NaN,NaN,99.95222389,0,1.516624568,1.494670334,0.055566943,9.16E-05,72.48947134,0,NaN,20.95,0,0.020507454,20.58743254,0.300528867,0.000776293,6.574999954,0.185136589,997,29.98999977,100.0162003,
Bioreactor 1,3.433333333,NaN,NaN,99.9706479,0,1.516624568,1.523953501,0.056897819,9.35E-05,72.29667167,0,NaN,20.95,0,0.021,20.58846181,0.296627904,0.000786298,6.570767185,0.191821884,998.7671442,30,100.0143269,
Bioreactor 1,3.466666667,NaN,NaN,99.9736781,0,1.516624568,1.518714094,0.05691838,9.54E-05,71.96464428,0,NaN,20.95,0,0.021,20.58841623,0.296891289,0.000796503,6.570334796,0.191720782,1001.751027,29.97999954,100.0124573,
Bioreactor 1,3.5,NaN,NaN,100.069652,0,1.516624568,1.641685762,0.058611274,9.74E-05,71.6175926,0,NaN,20.95,0,0.021629222,20.58477503,0.308856519,0.000806507,6.570483092,0.190113443,999.5168892,29.98999977,100.0105806,
Bioreactor 1,3.533333333,NaN,NaN,99.92161396,0,1.516624568,1.630760126,0.059610678,9.93E-05,71.12027077,0,NaN,20.95,0,0.022,20.58510342,0.307436903,0.000817039,6.567862066,0.194434672,1001.069038,29.99310305,100.0087156,
Bioreactor 1,3.566666667,NaN,NaN,100.0355548,0,1.516624568,1.635813497,0.059613428,0.000101333,70.66744753,0,NaN,20.95,0,0.022,20.58572436,0.305324031,0.000827533,6.571448668,0.195251341,1002.345764,30,100.0068578,
Bioreactor 1,3.6,NaN,NaN,99.90040564,0,1.516624568,1.482793118,0.062317358,0.000103345,70.32284928,0,NaN,20.95,0,0.023,20.57999992,0.324198278,0.000838135,6.566763003,0.192219891,1001.288787,30,100.0049983,
