Time,DO,pH,Stirrer_speed,Temperature,Pressure,Air_flow,Oxygen_flow,Inlet_air_O2,Offgas_O2,Offgas_CO2,CTR,Formed_CO2,OTR,Consumed_O2,RQ,Feed_rate_volumetric,Feed_volume,Base_rate,Base_volume,Liquid_volume,Acid_volume,Acid_rate,Reflectance,Experiment,Reactor/Plate/Flask Number,Parent Culture,Base Medium,Container ID (calculated),Container Type,Control?,Culture Type,Experiment Annotation,growth_rate,Feed Medium #1,Replicate #,Seed,Strain Batch,Strain Genotype,Initial Culture VolumeNone,Culture Volume Unit,Starting OD,Temperature Setpoint (C),pH Setpoint,pH Control Base Solution,DO Control Setpoint (%),DO Control Cascade Level 1,DO Control Cascade Level 2,Minimum Aeration (slpm),Maximum Aeration (slpm),Minimum Stirring or Shaking Speed (rpm),Maximum Stirring or Shaking Speed (rpm),Aeration Gas Type,Phase
0.333333333,89.76530659,6.598641278,998.7689415,30.02000046,1.492020229,99.81579572,0.0,20.95,20.61823174,0.003589647,0.009728185,1.8e-06,0.20714319,6.47e-05,0.046840525,0.0,,0.0,1.516624568,101.4307825,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
0.366666667,89.83604936,6.596373198,999.0,30.01000023,1.620586825,100.0839306,0.0,20.95,20.62845772,0.004,0.010840878,2.13e-06,0.171800466,7.12e-05,0.063107817,0.0,,0.0,1.516624568,101.4288715,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
0.4,89.4692184,6.596961102,1001.0,30.01000023,1.504552338,100.0245252,0.0,20.95,20.63199997,0.004,0.010844221,2.5e-06,0.159705118,7.68e-05,0.067901525,0.0,,0.0,1.516624568,101.4269245,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
0.433333333,89.47800585,6.596558097,998.0,30.01000023,1.555706321,99.96504281,0.0,20.95,20.63209177,0.004,0.010840221,2.86e-06,0.15933061,8.26e-05,0.068425275,0.0,,0.0,1.516624568,101.4249801,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
0.466666667,89.6330928,6.593397728,1002.193029,30.01000023,1.586750728,100.0633298,0.0,20.95,20.63660167,0.005,0.013552721,3.23e-06,0.143177895,8.74e-05,0.094669444,0.0,,0.0,1.516624568,101.4230121,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
0.5,89.41423599,6.59202459,999.6585202,30.01000023,1.61065918,100.0697814,0.0,20.95,20.63102369,0.004,0.01084443,3.63e-06,0.163056462,9.24e-05,0.066568037,0.0,,0.0,1.516624568,101.4210372,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
0.533333333,89.55068541,6.595473455,1000.084133,30.01000023,1.595588919,100.1746944,0.0,20.95,20.63961076,0.005,0.013557028,4.05e-06,0.132902214,9.74e-05,0.102066418,0.0,,0.0,1.516624568,101.4190744,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
0.566666667,89.53267084,6.598421155,998.3157363,30.0,1.666367764,99.94300038,0.0,20.95,20.63473723,0.005,0.013554465,4.5e-06,0.149589922,0.000102146,0.090619809,0.0,,0.0,1.516624568,101.4170909,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
0.6,89.3541039,6.598795768,1000.779574,30.0,1.522865526,99.93349625,0.0,20.95,20.63166186,0.005,0.013554351,4.95e-06,0.160135241,0.000107094,0.084705452,0.0,,0.0,1.516624568,101.4151179,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
0.633333333,89.48223144,6.596282463,999.8282308,30.0,1.582982878,100.0166161,0.0,20.95,20.63234365,0.005,0.013553935,5.4e-06,0.157792342,0.000112456,0.085921069,0.0,,0.0,1.516624568,101.4131572,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
0.666666667,89.2966136,6.594740656,1001.740702,30.0,1.522944762,99.97892758,0.0,20.95,20.63212955,0.005,0.013556115,5.86e-06,0.158552053,0.000117688,0.085504042,0.0,,0.0,1.516624568,101.4111932,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
0.7,89.2358375,6.600391405,1000.652243,30.0,1.622999162,99.99361454,0.0,20.95,20.64947794,0.005,0.013553641,6.31e-06,,0.000121454,,0.0,,0.0,1.516624568,101.4092003,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
0.733333333,89.2358375,6.594000008,999.8111906,30.0,1.569181878,100.1704116,0.0,20.95,20.64756016,0.005,0.013554147,6.79e-06,0.105613218,0.000125121,0.128664339,0.0,,0.0,1.516624568,101.407178,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
0.766666667,88.99166957,6.594050042,1003.899925,30.0,1.567900709,99.91173824,0.0,20.95,20.63598301,0.006,0.016266869,7.3e-06,0.144612906,0.000129483,0.112486608,0.0,,0.0,1.516624568,101.4051796,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
0.8,88.99030599,6.59094137,998.1176904,30.0,1.507354889,99.95759094,0.0,20.95,20.63088284,0.006,0.016263266,7.84e-06,0.162068835,0.000134672,0.100366892,0.0,,0.0,1.516624568,101.4034042,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
0.833333333,88.98421296,6.587447768,1002.0,30.0,1.479194362,100.026435,0.0,20.95,20.63292484,0.006,0.01626526,8.37e-06,0.155086057,0.000140019,0.104882413,0.0,,0.0,1.516624568,101.4014405,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
0.866666667,88.68544326,6.59395945,998.0,30.0,1.594202473,100.0019509,0.0,20.95,20.62599945,0.006,0.016256,8.91e-06,0.178733601,0.000145576,0.090951002,0.0,,0.0,1.516624568,101.3994801,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
0.9,88.61197471,6.596930992,1001.287203,30.0,1.528366808,100.0753929,0.0,20.95,20.6303557,0.006,0.016259481,9.46e-06,0.163838157,0.000151373,0.09926727,0.0,,0.0,1.516624568,101.3975321,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
0.933333333,88.48435688,6.597569528,1002.492918,30.0,1.579532608,99.94345203,0.0,20.95,20.63035457,0.006,0.016260734,1e-05,0.163854995,0.0001572,0.099302565,0.0,,0.0,1.516624568,101.3955838,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
0.966666667,88.3994217,6.591737069,999.0524091,30.0,1.655263086,100.0315868,0.0,20.95,20.62405203,0.006,0.016252493,1.05e-05,0.185367587,0.000163031,0.087773341,0.0,,0.0,1.516624568,101.3936349,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
1.0,88.29198174,6.590953652,999.7046381,30.0,1.453480909,100.0216873,0.0,20.95,20.62329495,0.006,0.016259157,1.11e-05,0.188039402,0.000169257,0.086472794,0.0,,0.0,1.516624568,101.3917003,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
1.033333333,88.04453205,6.589275359,1000.930208,30.0,1.509341972,99.95890914,0.0,20.95,20.62234452,0.006,0.016261125,1.16e-05,0.191320748,0.000175596,0.085000267,0.0,,0.0,1.516624568,101.3897679,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
1.066666667,87.96711828,6.591464232,999.7678882,30.0,1.500294943,99.99329164,0.0,20.95,20.62076831,0.006383944,0.017296553,1.22e-05,0.19639018,0.000181819,0.088230384,0.0,,0.0,1.516624568,101.3878321,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
1.1,87.70821787,6.592000153,998.8634884,30.0,1.53995556,99.84987689,0.0,20.95,20.62513644,0.006568256,0.017799798,1.28e-05,0.181325634,0.000188378,0.098358535,0.0,,0.0,1.516624568,101.3859066,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
1.133333333,87.6528112,6.591471268,999.1156929,30.0,1.589090755,100.0389613,0.0,20.95,20.62247056,0.006471077,0.017537723,1.34e-05,0.190549892,0.000194839,0.092125905,0.0,,0.0,1.516624568,101.3839762,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
1.166666667,87.56868007,6.595009118,998.9816323,30.00504603,1.534065377,99.97642421,0.0,20.95,20.61552341,0.007,0.01897166,1.4e-05,0.213991673,0.000201475,0.088798158,0.0,,0.0,1.516624568,101.3820503,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
1.2,87.45082062,6.590325816,1000.232255,30.01000023,1.492516159,100.0413203,0.0,20.95,20.62876843,0.007,0.018969342,1.47e-05,0.168561093,0.000208294,0.112722735,0.0,,0.0,1.516624568,101.3801325,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
1.233333333,87.23399011,6.590601079,999.6010154,30.01000023,1.490409119,100.0345308,0.0,20.95,20.63220189,0.007,0.018974354,1.53e-05,0.156832039,0.000213621,0.121040103,0.0,,0.0,1.516624568,101.3781679,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
1.266666667,87.03459542,6.592472033,1001.277739,30.0,1.626501049,99.97780401,0.0,20.95,20.62427745,0.007,0.018970219,1.59e-05,0.18396472,0.000219306,0.103151445,0.0,,0.0,1.516624568,101.3762088,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
1.3,86.88443342,6.587843421,1000.052236,30.01000023,1.584529877,99.85597156,0.0,20.95,20.62273696,0.007,0.01896749,1.65e-05,0.189218682,0.000225471,0.100351918,0.0,,0.0,1.516624568,101.374266,,,,DDB_PD_006_AMBR,R01,DDB_PD_006_AMBR_DDB25-001_R01_Main_,DDB_BM_002,R01,AMBR 250,No,Main,DDB Quorum Sensing,0.11,DDB_FM_002,1,DDB_PD_006_AMBR__1_Pre-Final_,DDB25-001,Escherichia coli BW25113 del_fhuA del_lsrR,100,mL,0.2,30,6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,0.1,0.23,1000,4000,Air,batch
