Time,DO,pH,Stirrer_speed,Temperature,Pressure,Air_flow,Oxygen_flow,Inlet_air_O2,Offgas_O2,Offgas_CO2,CTR,Formed_CO2,OTR,Consumed_O2,RQ,Feed_rate_volumetric,Feed_volume,Base_rate,Base_volume,Liquid_volume,Acid_volume,Acid_rate,Reflectance,Experiment,Reactor/Plate/Flask Number,Parent Culture,Base Medium,Container ID (calculated),Container Type,Control?,Culture Type,Experiment Annotation,growth_rate,Feed Medium #1,Replicate #,Seed,Strain Batch,Strain Genotype,Initial Culture VolumeNone,Culture Volume Unit,Starting OD,Temperature Setpoint (C),Feed #1 Profile,pH Setpoint,pH Control Base Solution,DO Control Setpoint (%),DO Control Cascade Level 1,DO Control Cascade Level 2,DO Control Cascade Level 3,Minimum Aeration (slpm),Maximum Aeration (slpm),Minimum Stirring or Shaking Speed (rpm),Maximum Stirring or Shaking Speed (rpm),Aeration Gas Type,Phase
0.333333333333333,93.2696945081,6.49064638889485,1001.64618777474,30.0200004577637,2.24998524830393,100.059936155666,0,20.95,20.7251226296628,0.0010000000474974,0.0027137856820716,2.55441114850799e-07,,,,0.0,,0.0,0.724980213999999,101.070357468252,,,3.25907325491053,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
0.366666666666667,93.2791254047451,6.49041073614529,999.0,30.0100002288818,2.18107222312468,100.071895233571,0,20.95,20.7276417849132,0.0010000000474974,0.0027143700228323,3.45916304410726e-07,,,,0.0,,0.0,0.724980213999999,101.068240467875,,,2.85949703069794,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
0.4,93.274337281502,6.49039848600834,1000.26262281123,30.0100002288818,2.19016727757807,99.968102211472,0,20.95,20.7320681357503,0.0010000000474974,0.0027146000335257,4.36392280684996e-07,,,,0.0,,0.0,0.724980213999999,101.066124031785,,,3.28443155640602,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
0.433333333333333,92.8847016380615,6.48850087795568,998.497393403651,30.0100002288818,2.14606258603355,99.9499090094434,0,20.95,20.7215030038817,0.0010000000474974,0.0027126757945867,5.26837397636721e-07,,,,0.0,,0.0,0.724980213999999,101.064011609786,,,2.93931178884528,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
0.466666666666667,92.8510809561748,6.48811795855786,998.646646447397,30.0,2.03452882057597,99.9878576970309,0,20.95,20.7264406975868,0.0015588923328106,0.0042289227552123,6.51071250247779e-07,,,,0.0,,0.0,0.724980213999999,101.061895520684,,,2.97237776267561,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
0.5,92.5580431832646,6.48800039291382,999.598012874962,30.0,2.12474702832578,100.006546233199,0,20.95,20.7317937359854,0.0015980129508639,0.0043363420540339,8.04860724627424e-07,,,,0.0,,0.0,0.724980213999999,101.059782165676,,,3.12144374847412,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
0.533333333333333,92.4765074773497,6.48768750798923,999.374810731465,29.9899997711182,2.27503410279289,99.9789962768555,0,20.95,20.725343895351,0.0020000000949949,0.0054242905182606,9.78476545531987e-07,,,,0.0,,0.0,0.724980213999999,101.057665510987,,,2.84111905097961,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
0.566666666666667,92.3615120973487,6.48829369659117,997.879974811975,30.0,2.0899595842405,99.9926385759433,0,20.95,20.7364669888701,0.0020000000949949,0.0054266426775271,1.15930605502816e-06,,,,0.0,,0.0,0.724980213999999,101.055551027884,,,3.00581809444846,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
0.6,92.3013991647153,6.48849094542697,1001.74535475186,30.0,2.1619530914272,99.9839620753075,0,20.95,20.7379260654704,0.0020000000949949,0.0054263452004387,1.34017400103896e-06,,,,0.0,,0.0,0.724980213999999,101.053438622798,,,2.97692656517029,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
0.633333333333333,91.943675988153,6.48756363807213,1000.21834118945,30.0,2.1193886145509,99.9256965229674,0,20.95,20.7267810615858,0.0020000000949949,0.0054255771583558,1.52101721662342e-06,,,,0.0,,0.0,0.724980213999999,101.051326840055,,,2.99014687538147,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
0.666666666666667,91.891404728968,6.48567299383984,998.817727256562,30.0,2.34165910626774,100.196650776757,0,20.95,20.7210006713867,0.0020000000949949,0.005425632732776,1.70186579049563e-06,,,,0.0,,0.0,0.724980213999999,101.049211199839,,,3.09084504464705,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
0.7,91.5757993096675,6.48600006103516,998.127290549964,29.9899997711182,2.23694885360628,100.046942950097,0,20.95,20.7273640521583,0.0020000000949949,0.0054299548207294,1.88277391022824e-06,,,,0.0,,0.0,0.724980213999999,101.047098921575,,,2.97993202805733,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
0.733333333333333,91.6453053910367,6.48591977214124,1001.67882114553,29.9899997711182,2.23093399567439,100.011206507926,0,20.95,20.7189196120645,0.003000000026077,0.0081436707031651,2.08715213796558e-06,,,,0.0,,0.0,0.724980213999999,101.044983474481,,,2.80859303474426,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
0.766666666666667,91.3808425229629,6.48593199624262,999.102104589272,30.0,2.37341822978622,100.003057293227,0,20.95,20.7169310216207,0.003000000026077,0.0081418134181746,2.35858391344572e-06,,,,0.0,,0.0,0.724980213999999,101.042868391316,,,2.96293330192566,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
0.8,91.453059464872,6.48303806740152,1001.9433124984,30.0,2.14905530007007,100.04856351711,0,20.95,20.7199993133545,0.003000000026077,0.0081422739508412,2.62998486153028e-06,,,,0.0,,0.0,0.724980213999999,101.040963195032,,,3.05443326373854,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
0.833333333333333,91.2835438687206,6.48588451530642,1000.82666884398,30.0,2.06487116613405,100.134701074661,0,20.95,20.7113470245906,0.003000000026077,0.008139678385909,2.90137404986841e-06,,,,0.0,,0.0,0.724980213999999,101.038850277784,,,2.97760879640897,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
0.866666666666667,91.2046081065576,6.48589981678051,1002.10025152081,30.0,2.31762877650737,100.136136996124,0,20.95,20.7143012912573,0.003000000026077,0.0081397925807439,3.17272643845959e-06,,,,0.0,,0.0,0.724980213999999,101.036737277044,,,3.1945983593559,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
0.9,91.0145068321797,6.48472636746202,998.547571792357,30.0,1.96452714947136,99.9561579246581,0,20.95,20.7094103481433,0.003000000026077,0.0081394996108761,3.4440912542009e-06,,,,0.0,,0.0,0.724980213999999,101.034624613665,,,2.78803131033486,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
0.933333333333333,91.0362721358701,6.48363963890375,999.45911016186,29.9899997711182,2.25196274944543,99.9870148642308,0,20.95,20.7081803806783,0.003000000026077,0.0081378704930636,3.71540224439535e-06,,,,0.0,,0.0,0.724980213999999,101.03251092742,,,2.66758801546136,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
0.966666666666667,90.9350990025672,6.4830002784729,998.900320829191,30.0,2.4026333745609,100.061538448222,0,20.95,20.7059001792807,0.003000000026077,0.0081397364088816,3.98668102579932e-06,,,,0.0,,0.0,0.724980213999999,101.030396435903,,,3.08802482164705,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
1.0,90.6428483485238,6.48400020599365,998.32002539484,30.0,2.11459245243306,99.9673911944566,0,20.95,20.7080964712326,0.003000000026077,0.0081400094620357,4.2580303579587e-06,,,,0.0,,0.0,0.724980213999999,101.028284778416,,,2.93097982267103,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
1.03333333333333,90.6209113231963,6.4830002784729,1000.87630548092,30.0070791437553,2.22961551498282,100.076224297183,0,20.95,20.7055843635874,0.003000000026077,0.008140595415795,4.52938940048396e-06,,,,0.0,,0.0,0.724980213999999,101.026172790054,,,2.95028150702411,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
1.06666666666667,90.68383721554,6.48341082252042,999.178852388796,29.9899997711182,2.10967490545475,100.069985555312,0,20.95,20.7084740505748,0.003000000026077,0.0081418315225761,4.81921603505978e-06,,,,0.0,,0.0,0.724980213999999,101.024067795224,,,3.07822346687317,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
1.1,90.3493011745667,6.48266699187556,999.333243021811,30.0,2.1813306509997,100.004331878663,0,20.95,20.7060007136949,0.0033333108361637,0.0090435062005478,5.13449271159581e-06,,,,0.0,,0.0,0.724980213999999,101.021955052193,,,2.99770930638635,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
1.13333333333333,90.2203668468804,6.48377481849146,1001.22540383929,30.0,2.10284699991575,99.9690137596059,0,20.95,20.7137742532469,0.0040000001899898,0.0108515652771944,5.46289650800545e-06,,,,0.0,,0.0,0.724980213999999,101.019838594438,,,2.98930734086373,DDB_PD_073_AMBR,R01,DDB_PD_073_AMBR_DDB35-001_R01_Main_,DDB_BM_003,R01,AMBR 250,No,Main,DDB Trace Metals,0.11,DDB_FM_003,1,DDB_PD_073_AMBR_DDB35-001_1_Pre-Final_,DDB35-001,Escherichia coli BW25113 del_fhuA,100,mL,0.2,30,DDB_Feed_Profile_DDB-II (only exponential feed),6.5,Ammonium hydroxide 15%,40,Stirring,Aeration,Oxygen,0.1,0.25,1000,4000,Air,batch
